S 235;;
0.639713361072584;9485.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9453.27;
0.652787794729542;9469.26;
0.652787794729542;9453.27;
0.652787794729542;9469.26;
0.655589459084604;9469.26;
0.655589459084604;9469.26;
0.655589459084604;9453.27;
0.655589459084604;9469.26;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.65792417938049;9453.27;
0.65792417938049;9453.27;
0.65792417938049;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9469.26;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.663527508090615;9437.27;
0.663527508090615;9453.27;
0.663527508090615;9437.27;
0.663527508090615;9453.27;
0.663527508090615;9453.27;
0.663527508090615;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9437.27;
0.6658622283865;9453.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9437.27;
0.681738326398521;9421.28;
0.681738326398521;9437.27;
0.681738326398521;9437.27;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9421.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.69761442441054;9389.29;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.705085529357374;9389.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9357.29;
0.707887193712437;9357.29;
0.710688858067499;9373.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.715825242718446;9357.29;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.718626907073509;9357.29;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.720961627369394;9341.3;
0.720961627369394;9341.3;
0.720961627369394;9325.3;
0.720961627369394;9341.3;
0.720961627369394;9325.3;
0.720961627369394;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9341.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.726098012020342;9325.3;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9309.31;
0.728899676375404;9309.31;
0.728899676375404;9325.3;
0.728899676375404;9309.31;
0.728899676375404;9309.31;
0.728899676375404;9293.31;
0.728899676375404;9309.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9277.32;
0.734036061026352;9277.32;
0.734036061026352;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9261.32;
0.736837725381415;9277.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9245.33;
0.741974110032362;9261.32;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9229.33;
0.744775774387425;9229.33;
0.744775774387425;9229.33;
0.747110494683311;9229.33;
0.747110494683311;9213.34;
0.747110494683311;9229.33;
0.747110494683311;9213.34;
0.747110494683311;9229.33;
0.747110494683311;9213.34;
0.747110494683311;9213.34;
0.747110494683311;9213.34;
0.749912159038373;9213.34;
0.749912159038373;9213.34;
0.749912159038373;9213.34;
0.749912159038373;9197.34;
0.749912159038373;9213.34;
0.749912159038373;9197.34;
0.749912159038373;9197.34;
0.749912159038373;9197.34;
0.752713823393436;9197.34;
0.752713823393436;9181.35;
0.752713823393436;9197.34;
0.752713823393436;9181.35;
0.752713823393436;9181.35;
0.752713823393436;9181.35;
0.752713823393436;9181.35;
0.755048543689321;9181.35;
0.755048543689321;9181.35;
0.755048543689321;9165.35;
0.755048543689321;9181.35;
0.757850208044383;9165.35;
0.757850208044383;9165.35;
0.757850208044383;9165.35;
0.757850208044383;9165.35;
0.757850208044383;9149.35;
0.757850208044383;9149.35;
0.757850208044383;9149.35;
0.757850208044383;9149.35;
0.760184928340268;9149.35;
0.760184928340268;9149.35;
0.760184928340268;9133.36;
0.760184928340268;9133.36;
0.760184928340268;9133.36;
0.760184928340268;9133.36;
0.760184928340268;9117.36;
0.760184928340268;9117.36;
0.76298659269533;9117.36;
0.76298659269533;9117.36;
0.76298659269533;9117.36;
0.76298659269533;9117.36;
0.76298659269533;9117.36;
0.76298659269533;9117.36;
0.765788257050393;9101.37;
0.765788257050393;9101.37;
0.765788257050393;9101.37;
0.765788257050393;9101.37;
0.765788257050393;9085.37;
0.768122977346278;9085.37;
0.768122977346278;9085.37;
0.768122977346278;9085.37;
0.768122977346278;9069.38;
0.768122977346278;9085.37;
0.768122977346278;9069.38;
0.768122977346278;9069.38;
0.770924641701341;9053.38;
0.770924641701341;9069.38;
0.770924641701341;9053.38;
0.770924641701341;9053.38;
0.770924641701341;9053.38;
0.770924641701341;9053.38;
0.770924641701341;9037.39;
0.773259361997226;9037.39;
0.773259361997226;9037.39;
0.773259361997226;9037.39;
0.773259361997226;9037.39;
0.773259361997226;9037.39;
0.773259361997226;9021.39;
0.773259361997226;9021.39;
0.773259361997226;9005.4;
0.773259361997226;9021.39;
0.776061026352288;9005.4;
0.776061026352288;9005.4;
0.776061026352288;8989.4;
0.776061026352288;9005.4;
0.77886269070735;8989.4;
0.77886269070735;8989.4;
0.77886269070735;8989.4;
0.77886269070735;8989.4;
0.77886269070735;8973.41;
0.77886269070735;8973.41;
0.77886269070735;8957.41;
0.77886269070735;8973.41;
0.781197411003236;8957.41;
0.781197411003236;8957.41;
0.781197411003236;8957.41;
0.781197411003236;8957.41;
0.781197411003236;8941.41;
0.781197411003236;8941.41;
0.781197411003236;8925.42;
0.781197411003236;8941.41;
0.781197411003236;8925.42;
0.781197411003236;8925.42;
0.783999075358299;8909.42;
0.783999075358299;8909.42;
0.783999075358299;8909.42;
0.783999075358299;8909.42;
0.783999075358299;8909.42;
0.78680073971336;8909.42;
0.78680073971336;8893.43;
0.78680073971336;8893.43;
0.789135460009246;8877.43;
0.789135460009246;8877.43;
0.789135460009246;8877.43;
0.789135460009246;8877.43;
0.789135460009246;8861.44;
0.789135460009246;8861.44;
0.789135460009246;8845.44;
0.789135460009246;8861.44;
0.791937124364309;8845.44;
0.791937124364309;8845.44;
0.791937124364309;8829.45;
0.791937124364309;8829.45;
0.791937124364309;8829.45;
0.791937124364309;8829.45;
0.791937124364309;8813.45;
0.794271844660194;8813.45;
0.794271844660194;8797.46;
0.794271844660194;8813.45;
0.794271844660194;8797.46;
0.794271844660194;8797.46;
0.794271844660194;8781.46;
0.794271844660194;8781.46;
0.797073509015256;8765.47;
0.797073509015256;8781.46;
0.797073509015256;8765.47;
0.797073509015256;8765.47;
0.797073509015256;8749.47;
0.797073509015256;8749.47;
0.797073509015256;8733.47;
0.797073509015256;8749.47;
0.79987517337032;8733.47;
0.79987517337032;8733.47;
0.79987517337032;8717.48;
0.79987517337032;8717.48;
0.79987517337032;8701.48;
0.802209893666204;8701.48;
0.802209893666204;8701.48;
0.802209893666204;8701.48;
0.802209893666204;8685.49;
0.802209893666204;8685.49;
0.802209893666204;8669.49;
0.802209893666204;8685.49;
0.805011558021267;8653.5;
0.805011558021267;8653.5;
0.805011558021267;8637.5;
0.805011558021267;8637.5;
0.805011558021267;8637.5;
0.805011558021267;8637.5;
0.805011558021267;8621.51;
0.805011558021267;8621.51;
0.807346278317151;8605.51;
0.807346278317151;8621.51;
0.807346278317151;8589.52;
0.807346278317151;8589.52;
0.810147942672215;8589.52;
0.810147942672215;8589.52;
0.810147942672215;8573.52;
0.810147942672215;8573.52;
0.810147942672215;8557.53;
0.810147942672215;8557.53;
0.810147942672215;8541.53;
0.810147942672215;8541.53;
0.812949607027277;8525.54;
0.812949607027277;8525.54;
0.812949607027277;8509.54;
0.812949607027277;8509.54;
0.812949607027277;8493.54;
0.812949607027277;8493.54;
0.812949607027277;8477.55;
0.812949607027277;8493.54;
0.815284327323163;8477.55;
0.815284327323163;8477.55;
0.815284327323163;8445.56;
0.815284327323163;8461.55;
0.815284327323163;8429.56;
0.815284327323163;8429.56;
0.818085991678225;8429.56;
0.818085991678225;8429.56;
0.818085991678225;8413.57;
0.818085991678225;8413.57;
0.818085991678225;8397.57;
0.818085991678225;8397.57;
0.820887656033287;8381.58;
0.820887656033287;8365.58;
0.820887656033287;8349.59;
0.820887656033287;8349.59;
0.820887656033287;8333.59;
0.820887656033287;8333.59;
0.823222376329172;8317.6;
0.823222376329172;8317.6;
0.823222376329172;8301.6;
0.823222376329172;8301.6;
0.823222376329172;8285.6;
0.823222376329172;8285.6;
0.823222376329172;8269.61;
0.823222376329172;8269.61;
0.823222376329172;8237.62;
0.823222376329172;8237.62;
0.826024040684234;8221.62;
0.826024040684234;8221.62;
0.826024040684234;8205.63;
0.826024040684234;8205.63;
0.826024040684234;8189.63;
0.826024040684234;8189.63;
0.826024040684234;8157.64;
0.826024040684234;8157.64;
0.828358760980121;8141.65;
0.828358760980121;8141.65;
0.828358760980121;8109.66;
0.828358760980121;8109.66;
0.831160425335183;8093.66;
0.831160425335183;8093.66;
0.831160425335183;8077.66;
0.831160425335183;8061.67;
0.831160425335183;8045.67;
0.831160425335183;8045.67;
0.831160425335183;8029.68;
0.833962089690244;8029.68;
0.833962089690244;7997.69;
0.833962089690244;7997.69;
0.833962089690244;7981.69;
0.833962089690244;7965.7;
0.833962089690244;7949.7;
0.833962089690244;7933.71;
0.83629680998613;7917.71;
0.83629680998613;7917.71;
0.83629680998613;7885.72;
0.83629680998613;7885.72;
0.83629680998613;7869.72;
0.83629680998613;7853.73;
0.83629680998613;7837.73;
0.83629680998613;7821.74;
0.839098474341193;7805.74;
0.839098474341193;7805.74;
0.839098474341193;7773.75;
0.839098474341193;7773.75;
0.841433194637078;7741.76;
0.841433194637078;7725.77;
0.841433194637078;7709.77;
0.841433194637078;7693.78;
0.841433194637078;7677.78;
0.841433194637078;7661.78;
0.841433194637078;7629.79;
0.84423485899214;7629.79;
0.84423485899214;7597.8;
0.84423485899214;7581.81;
0.84423485899214;7565.81;
0.84423485899214;7549.82;
0.84423485899214;7517.83;
0.84423485899214;7501.83;
0.847036523347203;7469.84;
0.847036523347203;7453.84;
0.847036523347203;7421.85;
0.849371243643088;7405.86;
0.849371243643088;7389.86;
0.849371243643088;7373.87;
0.849371243643088;7341.88;
0.849371243643088;7325.88;
0.849371243643088;7277.9;
0.849371243643088;7261.9;
0.849371243643088;7229.91;
0.849371243643088;7197.92;
0.849371243643088;7133.94;
0.85217290799815;7149.93;
0.85217290799815;7085.95;
0.85217290799815;7069.96;
0.85217290799815;7021.97;
0.85217290799815;7005.97;
0.85217290799815;6910.00;
0.854974572353213;6941.99;
0.854974572353213;6814.03;
0.868049006010171;31.99;
0.870383726306057;79.98;
0.870383726306057;127.96;
0.870383726306057;16.00;
0.870383726306057;16.00;
0.873185390661119;31.99;
0.873185390661119;31.99;
0.873185390661119;31.99;
0.873185390661119;31.99;
0.875520110957005;16.00;
0.875520110957005;31.99;
0.875520110957005;31.99;
0.875520110957005;31.99;
0.875520110957005;31.99;
0.875520110957005;31.99;
0.878321775312067;31.99;
0.878321775312067;31.99;
0.878321775312067;31.99;
0.878321775312067;31.99;
0.878321775312067;16.00;
0.878321775312067;31.99;
0.878321775312067;31.99;
0.878321775312067;31.99;
0.88112343966713;16.00;
0.88112343966713;31.99;
0.88112343966713;31.99;
0.88112343966713;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.883458159963015;31.99;
0.886259824318077;31.99;
0.886259824318077;16.00;
0.886259824318077;31.99;
0.886259824318077;31.99;
0.886259824318077;31.99;
0.886259824318077;16.00;
0.886259824318077;31.99;
0.88906148867314;16.00;
0.88906148867314;31.99;
0.88906148867314;31.99;
0.88906148867314;31.99;
0.88906148867314;16.00;
0.88906148867314;31.99;
0.88906148867314;31.99;
0.88906148867314;31.99;
0.891396208969024;31.99;
0.891396208969024;31.99;
0.891396208969024;16.00;
0.891396208969024;31.99;
0.894197873324087;16.00;
0.894197873324087;31.99;
0.894197873324087;16.00;
0.894197873324087;31.99;
0.894197873324087;16.00;
0.894197873324087;31.99;
0.894197873324087;16.00;
0.894197873324087;31.99;
0.894197873324087;16.00;
0.894197873324087;31.99;
0.896532593619972;16.00;
0.896532593619972;31.99;
0.896532593619972;31.99;
0.896532593619972;31.99;
0.896532593619972;16.00;
0.896532593619972;31.99;
0.899334257975034;16.00;
0.899334257975034;31.99;
0.899334257975034;16.00;
0.899334257975034;31.99;
0.899334257975034;31.99;
0.902135922330097;16.00;
0.902135922330097;31.99;
0.902135922330097;31.99;
0.902135922330097;16.00;
0.902135922330097;31.99;
0.902135922330097;31.99;
0.902135922330097;31.99;
0.904470642625982;31.99;
0.904470642625982;31.99;
0.904470642625982;16.00;
0.904470642625982;31.99;
0.904470642625982;16.00;
0.904470642625982;31.99;
0.907272306981044;16.00;
0.907272306981044;31.99;
0.907272306981044;16.00;
0.907272306981044;31.99;
0.907272306981044;16.00;
0.907272306981044;31.99;
0.907272306981044;16.00;
0.907272306981044;31.99;
0.90960702727693;16.00;
0.90960702727693;31.99;
0.90960702727693;16.00;
0.90960702727693;31.99;
0.90960702727693;31.99;
0.90960702727693;31.99;
0.912408691631992;31.99;
0.912408691631992;31.99;
0.912408691631992;16.00;
0.912408691631992;31.99;
0.912408691631992;16.00;
0.912408691631992;31.99;
0.915210355987054;16.00;
0.915210355987054;31.99;
0.915210355987054;31.99;
0.915210355987054;31.99;
0.915210355987054;16.00;
0.915210355987054;31.99;
0.917545076282941;16.00;
0.917545076282941;31.99;
0.917545076282941;16.00;
0.917545076282941;31.99;
0.917545076282941;16.00;
0.917545076282941;31.99;
0.917545076282941;16.00;
0.917545076282941;31.99;
0.920346740638003;16.00;
0.920346740638003;31.99;
0.920346740638003;16.00;
0.920346740638003;31.99;
0.920346740638003;31.99;
0.920346740638003;31.99;
0.923148404993064;16.00;
0.923148404993064;31.99;
0.923148404993064;16.00;
0.923148404993064;31.99;
0.923148404993064;31.99;
0.923148404993064;31.99;
0.92548312528895;16.00;
0.92548312528895;31.99;
0.92548312528895;16.00;
0.92548312528895;31.99;
0.92548312528895;31.99;
0.928284789644014;16.00;
0.928284789644014;16.00;
0.928284789644014;31.99;
0.928284789644014;31.99;
0.928284789644014;31.99;
0.928284789644014;16.00;
0.928284789644014;31.99;
0.928284789644014;31.99;
0.930619509939898;16.00;
0.930619509939898;16.00;
0.930619509939898;31.99;
0.930619509939898;16.00;
0.930619509939898;31.99;
0.930619509939898;31.99;
0.930619509939898;31.99;
0.933421174294961;16.00;
0.933421174294961;31.99;
0.933421174294961;31.99;
0.933421174294961;31.99;
0.936222838650024;31.99;
0.936222838650024;31.99;
0.936222838650024;16.00;
0.936222838650024;31.99;
0.936222838650024;16.00;
0.936222838650024;31.99;
0.936222838650024;31.99;
0.938557558945909;16.00;
0.938557558945909;16.00;
0.938557558945909;31.99;
0.938557558945909;16.00;
0.938557558945909;31.99;
0.938557558945909;16.00;
0.938557558945909;31.99;
0.941359223300971;16.00;
0.941359223300971;31.99;
0.941359223300971;16.00;
0.941359223300971;31.99;
0.941359223300971;16.00;
0.941359223300971;31.99;
0.941359223300971;16.00;
0.941359223300971;31.99;
0.943693943596856;16.00;
0.943693943596856;31.99;
0.943693943596856;16.00;
0.943693943596856;31.99;
0.946495607951919;16.00;
0.946495607951919;31.99;
0.946495607951919;16.00;
0.946495607951919;31.99;
0.946495607951919;16.00;
0.946495607951919;31.99;
0.946495607951919;16.00;
0.946495607951919;31.99;
0.946495607951919;31.99;
0.946495607951919;31.99;
0.946495607951919;31.99;
0.946495607951919;31.99;
0.949297272306981;16.00;
0.949297272306981;16.00;
0.949297272306981;16.00;
0.949297272306981;31.99;
0.949297272306981;31.99;
0.949297272306981;31.99;
0.949297272306981;31.99;
0.951631992602866;16.00;
0.951631992602866;16.00;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.951631992602866;16.00;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.951631992602866;31.99;
0.954433656957929;16.00;
0.954433656957929;16.00;
0.954433656957929;31.99;
0.954433656957929;31.99;
0.954433656957929;16.00;
0.954433656957929;31.99;
0.954433656957929;16.00;
0.954433656957929;31.99;
0.954433656957929;16.00;
0.954433656957929;31.99;
0.954433656957929;31.99;
0.957235321312991;16.00;
0.957235321312991;16.00;
0.957235321312991;31.99;
0.957235321312991;16.00;
0.957235321312991;31.99;
0.957235321312991;16.00;
0.957235321312991;31.99;
0.957235321312991;16.00;
0.957235321312991;31.99;
0.957235321312991;16.00;
0.957235321312991;31.99;
0.957235321312991;31.99;
0.957235321312991;31.99;
0.957235321312991;31.99;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;47.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;31.99;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;47.99;
0.959570041608877;31.99;
0.959570041608877;16.00;
0.959570041608877;31.99;
0.959570041608877;47.99;
0.959570041608877;47.99;
0.959570041608877;47.99;
0.962371705963935;31.99;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;31.99;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;31.99;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
0.962371705963935;16.00;
